Date,27,10,2020
Vehicle_order,Rexton,Hyundai
Number_of_vehicles,2
ACC,1
Distance_setting,min
Time,Speed1,Lat1,Lon1,E1,N1,Speed2,Lat2,Lon2,Alt2,E2,N2,U2,IVS1,Driver2
60519.0,16.795067777777778,0.7979834388364887,0.15148932563205927,21621.281597274417,62192.13882903355,19.456,0.7979835755539466,0.15148360444277126,314.58299999999997,21596.82244369556,62195.994182500945,-173.80042297264316,19.161137779848364,ACC
60519.1,16.666456666666665,0.7979834272009603,0.1514896979689664,21622.942669021373,62192.07044452584,19.25200000000037,0.7979835389020324,0.15148403379376724,314.6299999999946,21598.73863262972,62195.767811700876,-173.75768698781806,18.884809610767178,ACC
60519.2,16.605237777777774,0.7979834184743142,0.15149007030587347,21624.60367650904,62192.02058377862,19.245000000016656,0.7979835092314352,0.1514844631447632,314.66799999999336,21600.65463716612,62195.585811742734,-173.7243848190869,18.612958016003976,ACC
60519.3,16.408720000017503,0.7979834126565498,0.15149043682501634,21626.238669493865,62191.989157568176,19.04799999998896,0.7979834760701792,0.15148488725977147,314.7230000000044,21602.54742003594,62195.38166910808,-173.67378753362775,18.332915313978734,ACC
60519.4,16.186994444456914,0.7979834097476677,0.1514908004352772,21627.86062307586,62191.976210490655,18.976000000006238,0.7979834463995821,0.15148530962945042,314.775999999997,21604.4323337646,62195.199709851346,-173.62538098243854,18.049010300233192,ACC
60519.49999999999,16.0676433333404,0.7979834068387858,0.15149116113665598,21629.46960155005,62191.96321921832,18.854000000006348,0.7979834184743142,0.15148573025380016,314.81699999999597,21606.30938305925,62195.02872175982,-173.58905619083504,17.762213644546154,ACC
60519.59999999999,15.939546666679947,0.7979834039299034,0.15149151892915266,21631.065604916854,62191.95018373586,18.760000000046567,0.7979833957850337,0.1514861491328206,314.8799999999888,21608.178605784942,62194.89126596461,-173.53103182215457,17.47519650924709,ACC
60519.69999999999,15.709075555573639,0.7979834039299035,0.1514918709038851,21632.635593742343,62191.955582736766,18.487000000035017,0.7979833713504242,0.15148656277585326,314.91299999999364,21610.02440935873,62194.74232295367,-173.5028181967415,17.182264599161428,ACC
60519.79999999999,15.47294555558802,0.7979834068387858,0.15149221706085342,21634.17956801206,62191.97941619915,18.454,0.7979833521518025,0.15148697641888612,314.953,21611.870121053973,62194.62679247237,-173.46793076218074,16.865974822110072,ACC
60519.89999999999,15.26408111113935,0.7979834126565497,0.15149256030893962,21635.71050282711,62192.021728728476,18.27600000003211,0.7979833346985099,0.15148738482593105,315.0009999999952,21613.692464984706,62194.52237495394,-173.42507292475608,16.559585329479358,ACC
