Date,27,10,2020
Vehicle_order,Rexton,Hyundai
Number_of_vehicles,2
ACC,1
Distance_setting,min
Time,Speed1,Lat1,Lon1,E1,N1,Speed2,Lat2,Lon2,Alt2,E2,N2,U2,IVS1,Driver2
59948.0,35.364454444444455,0.7971874727044703,0.14891045912701542,10126.376902207243,57094.504548474055,35.636,0.7971839564478042,0.14890198148106204,364.77300000000014,10089.143317828091,57075.32199561605,-47.1174914234317,36.28448567034921,ACC
59948.1,35.36651222222222,0.7971877519571507,0.1489111427143058,10129.425675084663,57096.2877036607,35.65300000001377,0.7971842514084477,0.14890269357539673,364.7570000000076,10092.319367906586,57077.20532728711,-47.15538854823658,36.125473280205775,ACC
59948.2,35.39737888888889,0.7971880341187132,0.14891182630159613,10132.47441613822,57098.089383717685,35.56000000000505,0.7971845411331033,0.14890340217907316,364.7010000000065,10095.479822913465,57079.054933018255,-47.23296252215765,36.004209417968184,ACC
59948.3,35.34079000000379,0.7971883133713934,0.14891250988888646,10135.523185516864,57099.87254185707,35.57199999999931,0.7971848308577592,0.14890410380143254,364.6689999999975,10098.609146173172,57080.90470543218,-47.28648989246821,35.902109817562625,ACC
59948.4,35.32432777777725,0.7971885926240737,0.14891319638505893,10138.584938920816,57101.65572238668,35.493000000009324,0.7971851188370856,0.14890480716912102,364.6160000000051,10101.746244268443,57082.743188975495,-47.36093129827373,35.809821826709765,ACC
59948.49999999999,35.332558888889,0.797188871876754,0.14891388288123136,10141.646690572614,57103.43890440567,35.407999999997784,0.7971854068164124,0.14890550879148026,364.5430000000043,10104.875516898026,57084.58148226765,-47.455361525304994,35.72458811771031,ACC
59948.59999999999,35.33152999999852,0.7971891453116701,0.14891456937740388,10144.708500702105,57105.1850411247,35.517999999982315,0.7971856930504099,0.14890621215916874,364.503000000006,10108.01264974806,57086.40897073205,-47.5167080224308,35.620459684859796,ACC
59948.69999999999,35.34284777778138,0.7971894216554687,0.1489152587824584,10147.783264751057,57106.94972366312,35.51000000001065,0.7971859792844072,0.14890691378152804,364.47900000000465,10111.142014110712,57088.236591655535,-47.56204481285236,35.543195768218006,ACC
59948.79999999999,35.26156555556026,0.7971896950903845,0.14891594527863078,10150.845071435364,57108.6958633663,35.469,0.797186262027746,0.14890761365855826,364.452,10114.263615969947,57090.041945364406,-47.61017186968449,35.46301913875464,ACC
59948.89999999999,35.295004444439314,0.7971899656164185,0.14891663759256735,10153.932878050697,57110.4235230565,35.44200000000331,0.7971865482617433,0.14890831179025896,364.39800000000827,10117.37734527615,57091.8692753704,-47.685486642409934,35.394720192094155,ACC
59948.99999999999,35.287802222226595,0.7971902361424527,0.14891732699762195,10157.00769720572,57112.151163310526,35.42700000000027,0.7971868310050819,0.1489090081766305,364.3490000000064,10120.483324754054,57093.67440984237,-47.7555919743071,35.33189711839515,ACC
59949.099999999984,35.258993333336726,0.7971905066684867,0.14891801931155854,10160.095500400392,57113.878826024964,35.408000000020884,0.7971871137484208,0.14890970107234344,364.30200000001616,10123.573721716371,57095.47953869434,-47.8236745062944,35.29467071049149,ACC
59949.19999999997,35.23944444444764,0.7971907742856384,0.14891870871661309,10163.17034631168,57115.58794589412,35.32100000000851,0.7971873982370891,0.14891039396805647,364.24000000001706,10126.664075032531,57097.29564921995,-47.90685806146266,35.232780462791254,ACC
59949.299999999974,35.20497666667775,0.7971910419027907,0.14891940103054965,10166.258176273897,57117.29708823832,35.359999999996745,0.7971876792350987,0.1489110903544282,364.18900000000366,10129.7700638387,57099.089655585856,-47.97886976333067,35.17858448840223,ACC
59949.39999999997,35.169479999996675,0.7971913066110604,0.14892009043560422,10169.333048996612,57118.98768772528,35.34300000001825,0.7971879602331081,0.1489117832501411,364.13400000001405,10132.86046063886,57100.883602506525,-48.05485838668621,35.11863950480277,ACC
59949.49999999997,35.220409999992135,0.7971915742282124,0.14892078274954085,10172.420875584276,57120.696833091504,35.26200000000094,0.7971882377404591,0.14891247614585415,364.0630000000162,10135.95086633174,57102.65517810112,-48.146649080047034,35.08860884414782,ACC
59949.59999999997,35.206520000010535,0.7971918360276004,0.14892147506347747,10175.508760891134,57122.36893318407,35.30700000000258,0.7971885169931393,0.1489131690415671,363.99300000002404,10139.041253725632,57104.437878813216,-48.237541455403786,35.03744319856425,ACC
