Date,27,10,2020
Vehicle_order,Rexton,Hyundai
Number_of_vehicles,2
ACC,1
Distance_setting,min
Time,Speed1,Lat1,Lon1,E1,N1,Speed2,Lat2,Lon2,Alt2,E2,N2,U2,IVS1,Driver2
59630.0,25.13112555555556,0.7961502875254161,0.14704028356474386,1779.4364489475797,50481.94354568527,24.403,0.7961475415407263,0.14703293980102788,323.8590000000001,1746.7111909302675,50467.01484480413,-24.50511654282275,30.36955132189355,ACC
59630.1,25.12855333333333,0.7961504736938696,0.14704079552799112,1781.724032917621,50483.12968883741,24.40799999999641,0.7961477300362854,0.14703347387177895,324.05699999996443,1749.0977554297144,50468.217452413526,-24.31729419860709,30.27267452922571,ACC
59630.2,25.24841888888889,0.7961506598623229,0.14704131621788466,1784.0506146713171,50484.31584385863,24.43099999999846,0.7961479237678323,0.14703398525324976,324.29499999997034,1751.382918862056,50469.45369362903,-24.089710481660447,30.289578695404746,ACC
59630.3,25.32352777777542,0.7961508460307767,0.147041833998896,1786.3641959934948,50485.501996057304,24.43700000000145,0.7961481017914162,0.1470345036160377,324.4510000000086,1753.699287696827,50470.589263175,-23.943341068008195,30.308019105049425,ACC
59630.4,25.34307666666377,0.7961510292903481,0.1470423517799074,1788.677781736806,50486.66962571773,24.490999999993463,0.7961482710883533,0.14703502546948402,324.5269999999992,1756.0312497132218,50471.668630928114,-23.87653404760623,30.3280656012129,ACC
59630.49999999999,25.39966555555287,0.7961512154588017,0.14704286956091886,1790.9913613104559,50487.8557796153,24.564999999999646,0.7961484403852911,0.14703554557760107,324.5030000000012,1758.3553833166181,50472.747204814346,-23.90972276034778,30.36353837055501,ACC
59630.59999999999,25.404810000000143,0.7961513958094909,0.14704338734193032,1793.304950630933,50489.0048875885,24.545999999987828,0.7961486253901915,0.1470360604497303,324.52399999999216,1760.6560999076723,50473.926161064606,-23.898700286912128,30.36269521507029,ACC
59630.69999999999,25.426931111107265,0.7961515761601805,0.14704390512294171,1795.6185391008194,50490.153996412155,24.657999999988842,0.7961488121404215,0.14703657183120114,324.5479999999985,1762.9412130582705,50475.11625217798,-23.884762719812695,30.37139681668744,ACC
59630.79999999999,25.49895333332272,0.7961517536019876,0.1470444229039531,1797.9321320463614,50491.2845826975,24.624000000000002,0.7961489901640054,0.14703708321267212,324.53800000000007,1765.2263316509047,50476.25050164002,-23.904384628835093,30.395735480060573,ACC
59630.89999999999,25.558628888881522,0.796151931043795,0.1470449435938466,1800.2587236884408,50492.41517354794,24.664999999989085,0.7961491786595645,0.1470375841221674,324.5259999999977,1767.4646291738386,50477.45141053912,-23.926523064022952,30.44673131390332,ACC
59630.99999999999,25.601327777773136,0.7961521084856023,0.14704546428374013,1802.5853144896012,50493.54576525653,24.736999999990488,0.7961493689004532,0.1470380815410042,324.5500000000011,1769.6873323807363,50478.663715810595,-23.912747396909236,30.507514765578605,ACC
59631.099999999984,25.657916666649214,0.7961522830185275,0.14704598788251566,1804.9249093246656,50494.65783816088,24.775000000001818,0.7961495486693658,0.1470385824504994,324.50500000001585,1771.9256347742125,50479.808791712676,-23.96744629048645,30.58627227661116,ACC
59631.19999999997,25.790128888880876,0.7961524575514526,0.1470465114812913,1807.2645033277552,50495.76991193434,24.753999999996893,0.7961497284382789,0.14703907986933626,324.47100000000444,1774.1483391030145,50480.9539512004,-24.011142160136327,30.679374655989555,ACC
