Date,27,10,2020
Vehicle_order,Rexton,Hyundai
Number_of_vehicles,2
ACC,1
Distance_setting,min
Time,Speed1,Lat1,Lon1,E1,N1,Speed2,Lat2,Lon2,Alt2,E2,N2,U2,IVS1,Driver2
56388.0,32.216054444444445,0.7960965691999218,0.14686424674750562,992.7966324755944,50139.699153423695,30.588,0.7961000668397428,0.1468725981479764,319.535,1030.1682501434323,50164.4947737112,-26.28320138923593,39.24930983363358,ACC
56388.1,32.20062111111111,0.7960963219449444,0.14686363006450326,990.0408250643422,50138.12423216617,30.612000000009346,0.7960998224936474,0.14687200648136006,319.3050000000368,1027.5240916157163,50162.93648788613,-26.50050727439823,39.35156621602928,ACC
56388.2,32.23560333333333,0.796096074689967,0.1468630133815009,987.2850162647237,50136.54931211538,30.56299999999739,0.7960995746568937,0.1468714130694144,319.0420000000388,1024.8721297853724,50161.35571290286,-26.750637256796107,39.43497110961094,ACC
56388.3,32.31688555555312,0.7960958245261074,0.14686239378961646,984.5162087157793,50134.95586785333,30.63400000000425,0.7960993250748106,0.14687082489345635,318.77199999997964,1022.2435691132847,50159.76377323588,-27.00768474921112,39.55291676107746,ACC
56388.4,32.310712222221284,0.7960955685444839,0.14686177419773194,981.747405571503,50133.325378040536,30.640000000001503,0.7960990789833859,0.1468702367174985,318.48700000002066,1019.6150013098293,50158.19394582744,-27.27990835392707,39.70342670012168,ACC
56388.49999999999,32.35186777777633,0.7960953125628604,0.14686115169696545,978.9656006995014,50131.694887425234,30.631999999998683,0.7960988363826201,0.1468696467962113,318.2140000000192,1016.9786301869476,50156.646442087,-27.540307642309823,39.870545310703385,ACC
56388.59999999999,32.340035555555914,0.7960950536723548,0.14686053210508104,976.1967975556157,50130.04587666762,30.656000000000812,0.7960985972725128,0.14686905512959506,317.96100000005265,1014.3344570240747,50155.121325017695,-27.78088285695485,40.04273413906755,ACC
56388.69999999999,32.378618888883075,0.7960947947818491,0.14685991251319652,973.4279929510395,50128.39686712727,30.632000000000712,0.7960983599077343,0.14686846520830776,317.7280000000503,1011.698084684584,50153.60748253,-28.00154894275049,40.22766686488129,ACC
56388.79999999999,32.461958888881476,0.7960945329824611,0.14685929001243006,970.6461894672597,50126.729333414456,30.682,0.7960981190522974,0.1468678735416913,317.49700000000007,1009.0539146290939,50152.07142658834,-28.220040234356,40.41494364378802,ACC
56388.89999999999,32.47739222222036,0.7960942711830733,0.14685867042054554,967.8773847971146,50125.06180292917,30.765999999996186,0.7960978781968607,0.14686728187507495,317.27100000003225,1006.4097442555612,50150.53541124532,-28.433533156534878,40.591421780233844,ACC
56388.99999999999,32.50620111110665,0.7960940093836855,0.1468580508286612,965.1085786505624,50123.39427366083,30.73400000000636,0.7960976373414241,0.14686669195378774,317.0500000000324,1003.7733740954088,50148.9994377388,-28.64202893972154,40.77446316941645,ACC
56389.099999999984,32.5319233333292,0.7960937475842976,0.14685743123677664,962.3397710267433,50121.726745610285,30.732999999985623,0.7960973964859873,0.14686610028717142,316.82500000006473,1001.1292016573436,50147.46343270298,-28.854524835593608,40.951014931506336,ACC
56389.19999999997,32.559188888886716,0.796093482876028,0.1468568145537743,959.5839650768415,50120.04069737208,30.79299999999329,0.7960971538852212,0.14686551036588424,316.6100000000601,998.4928319869673,50145.916394283886,-29.056936217258844,41.12741823492308,ACC
