Date,30,9,2020
Vehicle_order,Hyundai,Ford
Number_of_vehicles,2
ACC,2
Distance_setting,shortest
Time,Speed1,Lat1,Lon1,Alt1,E1,N1,U1,Speed2,Lat2,Lon2,Alt2,E2,N2,U2,IVS1,Driver2
33592.0,0.01,0.7994804955841633,0.15054657730994833,267.639,86.40316225511684,0.16732922382724413,5.956415788748281,0.005,0.799480820215404,0.15054791423215533,268.54599999999994,92.3576945398968,2.234846442113466,6.863332101944572,2.553259647071254,Human
33592.1,0.017,0.7994804955841633,0.15054657730994833,267.639,86.40316225511684,0.16732922382724413,5.956415788748281,0.005,0.799480820215404,0.15054791423215533,268.54400000000004,92.35769451101936,2.2348464412377202,6.8613321014489825,2.5532596195042068,Human
33592.2,0.013,0.7994804955841633,0.15054657730994833,267.637,86.40316222799045,0.16732922408566706,5.954415788448952,0.006,0.799480820215404,0.15054791423215533,268.543,92.35769449658066,2.2348464407998456,6.860332101201188,2.5532596312615627,Human
33592.3,0.019999999999984763,0.7994804955841633,0.15054657730994833,267.63000000000017,86.40316213329905,0.16732922362518488,5.947415788079102,0.005000000000170803,0.799480820215404,0.15054791423215533,268.5390000000003,92.35769443868617,2.234846439037352,6.856332101519951,2.5532596655956,Human
33592.399999999994,0.013000000000311249,0.7994804955841633,0.15054657730994833,267.63100000000003,86.40316214679241,0.16732922349041607,5.948415788883432,0.003999999999776164,0.799480820215404,0.1505479142321553,268.5360000000002,92.35769439537009,2.2348464390221543,6.853332102111832,2.55325961196837,Human
33592.499999999985,0.014000000000079909,0.7994804955841635,0.15054657730994833,267.6270000000002,86.40316209288494,0.16732922396992847,5.944415788321444,0.00999999999963315,0.799480820215404,0.15054791423215533,268.53600000000006,92.35769439537,2.234846439022112,6.853332102111803,2.5532596627360093,Human
33592.599999999984,0.010000000000023964,0.7994804955841633,0.15054657730994833,267.6260000000001,86.40316207925194,0.1673292240928289,5.943415788826536,0.011486605510553177,0.7994808203304818,0.1505479146616317,268.5338407736814,92.35960720791032,2.2355793457254665,6.851172848265513,2.5553070612264124,Human
33592.69999999998,0.01899999999873284,0.7994804973294924,0.15054657730994833,267.62100000000044,86.40316185704691,0.1784444446885738,5.938415788168948,0.010999999999920296,0.7994808202154039,0.15054791423215533,268.5310000000002,92.35769432315243,2.234846436809442,6.848332102194723,2.549622690534953,Human
33592.79999999999,0.031000000000921638,0.7994804955841633,0.15054657730994833,267.6170000000002,86.4031619575493,0.16732922388042906,5.934415788169294,0.011000000000735971,0.799480820215404,0.15054791248682606,268.5290000000005,92.34992073196888,2.2348463209238068,6.846332213513778,2.545916682080783,Human
33592.89999999999,0.009000000003213342,0.7994804955841632,0.15054657730994833,267.61799999999994,86.40316197118227,0.16732922375389142,5.935415787663933,0.0030000000007079928,0.7994808219607331,0.15054791248682609,268.5240000000007,92.3499204943152,2.2459615418743266,6.841332211211661,2.5495753227014326,Human
33592.999999999985,0.0029999999984486212,0.7994804973294924,0.15054657730994833,267.6160000000006,86.40316178936678,0.17844444463011452,5.933415788754015,0.004999999999051403,0.7994808219607332,0.15054791248682609,268.5219999999997,92.34992046543805,2.2459615409998643,6.839332210715238,2.5459165889654187,Human
33593.099999999984,0.0189999999986266,0.7994804973294924,0.15054657730994833,267.6110000000005,86.40316172185085,0.17844444525955178,5.928415787375157,0.013999999998284263,0.7994808219607333,0.15054791248682609,268.5210000000011,92.34992045099928,2.245961540561669,6.838332210468899,2.5459166387484733,Human
33593.19999999998,0.014000000002242831,0.7994804955841632,0.15054657730994833,267.6090000000001,86.40316184945497,0.16732922351674315,5.926415788328713,0.021000000000826642,0.7994808219607332,0.15054791248682606,268.5090000000006,92.34992027759488,2.2459615365946,6.826332210139888,2.5495752313647317,Human
33593.29999999998,0.003999999998425651,0.7994804973294924,0.15054657730994833,267.60800000000046,86.40316168129709,0.17844444494182202,5.925415788259171,0.007000000002197688,0.7994808219607332,0.15054791248682609,268.51299999999924,92.34992033535102,2.245961537697348,6.830332210461871,2.545916566982231,Human
33593.39999999998,0.019999999999004123,0.7994804955841635,0.15054657730994833,267.6050000000009,86.40316179540791,0.16732922333862366,5.922415788409157,0.005999999999791848,0.7994808219607331,0.15054791074149684,268.51000000000136,92.34214672981912,2.2459614213370966,6.827332322868839,2.5422375881493284,Human
33593.49999999998,0.010000000001628814,0.7994804955841633,0.15054657730994833,267.6020000000001,86.40316175476362,0.1673292237036879,5.919415788626442,0.005999999999289753,0.7994808237060624,0.15054791074149687,268.5050000000005,92.34214649232914,2.2570766423220925,6.8223323179342925,2.5459180416090605,Human
33593.599999999984,0.012999999999064465,0.7994804973294924,0.15054657730994833,267.6020000000006,86.40316159998397,0.17844444435823922,5.919415788681568,0.011999999999120126,0.7994808237060623,0.15054791074149684,268.50499999999994,92.34214649232948,2.25707664232404,6.8223323179337125,2.5422375484344526,Human
33593.69999999997,0.011000000001458494,0.7994804973294926,0.15054657730994833,267.5970000000009,86.4031615325586,0.1784444443012877,5.914415787969412,0.01000000000161041,0.7994808237060624,0.15054791074149684,268.50400000000053,92.34214647789072,2.257076642534863,6.821332318354258,2.5422375985347703,Human
33593.799999999974,0.005999999999580561,0.7994804973294924,0.15054657730994833,267.59500000000025,86.40316150540765,0.17844444388648514,5.91241578832335,0.00499999999869612,0.7994808237060624,0.15054791074149682,268.50100000000094,92.34214643457459,2.2570766418705315,6.8183323182790705,2.542237583194707,Human
