Date,30,9,2020
Vehicle_order,BMW,Hyundai,Ford
Number_of_vehicles,3
ACC,1
Distance_setting,shortest
Time,Speed1,Lat1,Lon1,E1,N1,Speed2,Lat2,Lon2,Alt2,E2,N2,U2,Speed3,Lat3,Lon3,Alt3,E3,N3,U3,IVS1,IVS2,Driver2
38305.99999999927,13.28021646276926,0.7995249686678991,0.15055932440940448,142.5822828610388,281.86298207166044,14.230999999781119,0.7995250206787107,0.1505520244825414,263.42000000007044,110.0763399916906,282.20521345734005,0.34279921669444285,13.363999999295375,0.7995247274633963,0.15054422809677287,263.4510000000077,75.35346132880991,280.33733972255527,0.3743855669782476,25.807744371867372,31.023082332836598,ACC
38306.099999999264,13.324577325574415,0.7995249819731527,0.15055962373359671,143.9153314740882,281.9477445042023,14.276999999611366,0.7995250328960154,0.15055234562312375,263.41000000008654,111.50660793210257,282.28304505913337,0.3327709667803751,13.410999999888235,0.7995247414260301,0.15054452829340426,263.45000000001176,76.69045169316732,280.4262777954143,0.3733657432701797,25.710458004832184,31.11563236090189,ACC
38306.199999999255,13.361536967440415,0.7995249950223706,0.15055992326677745,145.2493108292839,282.0308767331757,14.3149999999032,0.7995250451133202,0.15055266676370618,263.3990000000508,112.93687581476705,282.36087694590776,0.3217423950875122,13.434999999570902,0.7995247536433352,0.1505448302353648,263.4440000001009,78.03521530280634,280.5041008148656,0.3673460340540585,25.61412008252396,31.20101606667488,ACC
38306.299999999246,13.337246586524243,0.7995250065588781,0.15056022164498686,146.57814667183706,282.104375752242,14.290000000491164,0.7995250590759543,0.15055298615895926,263.3930000000895,114.35937033749408,282.4498244592571,0.31571314932050604,13.52999999917064,0.7995247658606399,0.1505451356679839,263.43000000002996,79.39552518912755,280.58192397155517,0.3533258460399932,25.520628226209315,31.263704742442087,ACC
38306.399999999245,13.280888664606461,0.7995250174323983,0.1505605188254781,147.9016485017112,282.1736528352098,14.242999999751847,0.7995250712932591,0.15055330555421234,263.3740000001527,115.7818647889468,282.52765650294634,0.2966840775716728,13.616999999658885,0.7995247780779448,0.15054544110060294,263.43200000004794,80.75583523732145,280.65974812805814,0.3553053698155981,25.421734454284,31.32580117186647,ACC
38306.49999999925,13.23611144016391,0.7995250286822212,0.15056081521491235,149.22162724633608,282.24532651831123,14.353999999062545,0.7995250835105638,0.1505536266947947,263.3639999999519,117.2121325642484,282.60548941607163,0.28665454723854217,13.644999999608304,0.7995247920405791,0.1505457482785513,263.41500000011587,82.12391806678488,280.74868707197044,0.3382840116111381,25.311520849774137,31.38730939564197,ACC
38306.59999999925,13.221394892420552,0.7995250399995055,0.15056111169637176,150.54201578817245,282.3174301068312,14.39300000062556,0.799525097473198,0.1505539495807063,263.37500000001756,118.65017368019232,282.6944389615319,0.2976240569088315,13.727999999412308,0.7995248042578834,0.15054605720182884,263.4070000000509,83.49977432249518,280.82651159451007,0.3302627491173726,25.194070431929145,31.44999613144957,ACC
38306.69999999925,13.240161847782474,0.7995250508377792,0.1505614089605566,151.8658902679199,282.386483582763,14.279000000121412,0.7995251079451734,0.15055426897595944,263.3610000000455,120.07266831398337,282.7611569876812,0.28359452023222403,13.779999999707297,0.7995248164751884,0.15054636612510647,263.39500000013044,84.87563048746816,280.9043362467674,0.3182411872686513,25.095429583080374,31.495982111795808,ACC
38306.799999999246,13.260774780414774,0.7995250610481762,0.15056170645222086,153.19077790403162,282.4515388661303,14.386999999014213,0.7995251201624781,0.15055459186187098,263.372999999844,121.51070959339451,282.83899201803507,0.29556387765080583,13.82799999950548,0.7995248304378222,0.1505466767937133,263.38199999998926,86.25925964992449,280.99327648566043,0.305218735268202,24.982437534248465,31.54973638631625,ACC
38306.899999999245,13.256015665501765,0.7995250707279167,0.15056200358498853,154.51406723878895,282.51321501917005,14.451999999893301,0.799525134125112,0.15055491474778254,263.3899999999203,122.94875071846764,282.9279428234732,0.3125324169472232,13.888999999799221,0.7995248426551272,0.1505469892076494,263.393999999934,87.65066247224341,281.07110302903646,0.31719636381248656,24.868040898664173,31.596893609770518,ACC
38306.999999999236,13.251404836531014,0.7995250805609574,0.1505623008939108,155.83814103227084,282.57586773497053,14.434000000345645,0.7995251463424168,0.15055523937902351,263.39200000004365,124.39456494383344,283.00577823306867,0.31450097443501235,13.911999999390755,0.7995248548724316,0.15054729987625629,263.3999999998658,89.03429197631105,281.14892950298776,0.3231737984771033,24.746514914465926,31.65899308853749,ACC
38307.09999999924,13.2719816655841,0.799525091180493,0.15056259888405552,157.16524852006555,282.64352943480617,14.395000000018072,0.7995251585597216,0.15055556051960586,263.38200000008635,125.82483249190516,283.08361313107946,0.3044695107947188,14.0439999991191,0.7995248705803951,0.15054761752618007,263.4239999999214,90.44901419929012,281.2489879759657,0.3471495088484381,24.643505714547953,31.673359091592268,ACC
38307.19999999924,13.288123318377194,0.7995251024299328,0.15056289681913054,158.4921106217635,282.7152028216458,14.425999999763665,0.7995251707770263,0.1505558851508467,263.3720000000649,127.27064640458023,283.16144867465187,0.2944374142027303,14.115999999501849,0.7995248845430291,0.1505479334307747,263.41999999999445,91.85596294442844,281.3379301983647,0.343125508099358,24.524653132199546,31.71159929016329,ACC
