Date,30,9,2020
Vehicle_order,Ford,Hyundai
Number_of_vehicles,2
ACC,
Distance_setting,second shortest
Time,Speed1,Lat1,Lon1,Alt1,E1,N1,U1,Speed2,Lat2,Lon2,Alt2,E2,N2,U2,IVS1
42565.99999999904,10.457999999786873,0.7995057539890997,0.15066023315083912,266.3849999998822,590.2157545566207,159.52034386405984,7.8237418288715075,9.926000000506141,0.7995090352080934,0.15066098887840398,267.19099999973344,593.5796978455103,180.41730550025002,8.628872490800967,15.055989702238552
42566.09999999904,10.446999999930622,0.7995056038907841,0.150660135412401,266.391999999946,589.7805377503104,158.56439358396776,7.830805891588834,9.94700000061438,0.7995088798737898,0.1506610185490013,267.20200000003194,593.7119401307331,179.42806350578223,8.639888153412032,15.120841888234635
42566.19999999904,10.489999999568637,0.7995054555377973,0.1506600359286337,266.4039999997861,589.3375468527947,157.61955794020452,7.842870220440076,9.841999999456613,0.7995087262848157,0.1506610412382817,267.20199999982157,593.8130870204731,178.44993345543358,8.639906236581353,15.195750488963261
42566.299999999035,10.508000000037542,0.7995053089301404,0.15065992946354936,266.42699999990043,588.8634623203087,156.68583487533223,7.865936971219728,10.032999999074313,0.799508569205183,0.15066105520091574,267.2349999997284,593.8753724371327,177.4495701661087,8.672928399811454,15.250054921384402
42566.39999999904,10.494000000168334,0.7995051605771537,0.15065982648912346,266.4259999999753,588.4049232158462,155.74099749985066,7.865002391212032,9.968000000592335,0.7995084138708795,0.1506610621822328,267.2549999997276,593.9065622396856,176.4603187556582,8.69295298803255,15.327311054560669
42566.49999999903,10.494999999666527,0.7995050157148258,0.15065971653338073,266.4349999999663,587.9152893211027,154.81838790798648,7.874069957877293,9.981000000065967,0.7995082567912468,0.15066106392756218,267.28100000002604,593.9144336472638,175.45995005507942,8.718979896345681,15.385669808554681
42566.59999999903,10.545999999655942,0.7995048708524979,0.15065960134165002,266.43299999995634,587.402334163275,153.89577588137678,7.872139500091968,9.94599999978248,0.7995081014569433,0.15066105171025748,267.2619999999655,593.8601130644713,174.47068939305137,8.700012124026005,15.454553655237675
42566.69999999904,10.537000000490405,0.7995047242448405,0.15065949138590715,266.4390000000925,586.9127007463933,152.96205107140148,7.878206988986863,10.008000000020267,0.7995079461226401,0.150661041238282,267.29699999964765,593.8135708279488,173.48143095379154,8.735043474181934,15.538717251614251
42566.799999999035,10.49799999977426,0.7995045828731713,0.15065937270351812,266.42100000002245,586.3841949788738,152.06166772564097,7.860277075668742,9.95199999996198,0.7995077907883367,0.15066102203966028,267.3100000000508,593.7281598023858,172.4921681941155,8.748078282091107,15.600347042857607
42566.89999999904,10.573999999326652,0.7995044415015021,0.15065925053047052,266.43799999984606,585.8401455274169,151.1612837957413,7.877348417389089,10.025999999605178,0.7995076337087041,0.15066099585972156,267.30999999977155,593.6116552151167,171.4917868888786,8.748116123520807,15.655241070249502
42566.99999999903,10.610999999613966,0.7995042983845032,0.1506591266120936,266.441000000008,585.2883223073237,150.2497836240718,7.880420558737089,10.0089999999501,0.7995074801197297,0.15066096618912436,267.3509999996636,593.4796055781086,170.51363564453678,8.789154654643607,15.746825486093394
42567.099999999016,10.640000000287028,0.7995041570128341,0.1506590009483875,266.4439999999466,584.7287245047237,149.34939799264598,7.883492974273447,10.034000000360436,0.7995073247854264,0.15066093128253935,267.36899999984826,593.3242347743973,169.5243663304249,8.807195495093731,15.819709168761133
42567.19999999902,10.577000000232404,0.7995040173864938,0.15065887353935212,266.4499999999426,584.1613523932922,148.4601269743591,7.889565665138857,9.937000000714107,0.7995071729417813,0.15066088939463734,267.3859999999192,593.1377683010923,168.55732446769034,8.824238476946523,15.90075622589475
42567.29999999902,10.620999999334163,0.7995038777601534,0.15065874263965826,266.45399999999074,583.5784331835822,147.57085449736152,7.893639600679197,9.941999999470141,0.7995070210981366,0.1506608405254184,267.3859999999773,592.9202067831725,167.5902791927273,8.824284190987191,15.981765414276552
42567.39999999902,10.646000000395944,0.7995037398791426,0.15065860824930588,266.4530000000069,582.9799655529198,146.69269572493752,7.8927145221071955,10.012999999160453,0.7995068692544914,0.15066078816554082,267.39999999975976,592.6870997889175,166.62323280847284,8.838331193317853,16.058779026230912
42567.49999999902,10.608999999435671,0.799503603743461,0.15065847385895345,266.4530000000112,582.3814968017477,145.8256522579491,7.892789012444072,10.069000000145655,0.7995067156655173,0.15066073231500482,267.4239999998642,592.438447999679,165.64506998396178,8.862379770297826,16.115021628690442
42567.599999999016,10.732999999297688,0.7995034658624501,0.15065833597794265,266.4460000001546,581.7674815291009,144.94749201087674,7.885864996363892,10.00500000049266,0.7995065655672017,0.15066066773782258,267.42500000004685,592.1509251005753,164.689133312696,8.863431215202796,16.195790765890536
42567.699999999015,10.711000000367877,0.7995033297267684,0.15065819286094398,266.42900000007734,581.1301439932796,144.0804446411965,7.868942669191602,9.980000000506324,0.7995064172142151,0.1506605996699818,267.41900000009565,591.8478536909837,163.7443102163763,8.85748365829708,16.285019770542863
42567.79999999901,10.700000000204737,0.7995031970817451,0.15065804974394534,266.43199999994806,580.4928060225145,143.2356282359005,7.872019662090849,9.92599999980858,0.7995062706065582,0.1506605281114825,267.4109999999832,591.5292342300868,162.8106008335141,8.849537103636607,16.361811226027598
42567.89999999901,10.659000000354117,0.7995030644367221,0.15065790488161745,266.4330000000111,579.8476943139199,142.39081112819375,7.873097185330312,9.995999999780633,0.7995061222535716,0.15066045131699546,267.42099999991177,591.1872973194737,161.86577448324059,8.859592835470849,16.425766993914014
42567.99999999901,10.669999999269374,0.7995029317916991,0.15065775652863098,266.4310000000372,579.1870353905466,141.54599257192552,7.8711759387781,9.964999999911146,0.7995059773912438,0.15066037452250833,267.4319999997466,590.8453582816024,160.94317862413592,8.870647845264934,16.521113966753404
42568.099999999016,10.747999999926343,0.7995028008920049,0.15065760643031542,266.4309999998993,578.5186020492745,140.71228862787643,7.871254971524457,10.044999999120167,0.7995058307835866,0.15066029423736282,267.46899999967707,590.4878758776338,160.0094667327824,8.90770441951802,16.59780920279862
42568.199999999015,10.681000000698694,0.7995026717376402,0.15065745284134124,266.4459999999204,577.8346220798658,139.889698862081,7.886334986895393,10.078000000253674,0.7995056841759294,0.15066020871622948,267.4869999999124,590.1070715184508,159.07575216240625,8.925762992495136,16.665373903967946
42568.299999999006,10.670999999561491,0.7995025443286051,0.15065729750703788,266.4479999999138,577.1428663324988,139.07822338782302,7.888415281929845,10.044999999864146,0.7995055410589307,0.1506601197044377,267.4959999998709,589.7107173731179,158.1642663594765,8.934822290221774,16.742306581502742
42568.39999999901,10.751999998926998,0.7995024151742403,0.15065714042740527,266.4609999999764,576.4433390401932,138.25563228336816,7.901496340860437,10.101999999570175,0.7995053961966028,0.1506600272019874,267.51299999982706,589.2988181726157,157.2416640803223,8.951883139402835,16.818862752415342
42568.499999998996,10.817000000364509,0.7995022895105341,0.1506569763664556,266.44900000015053,575.7127136917334,137.45526827891027,7.889579539916401,10.097000000300136,0.7995052530796043,0.15065993120887855,267.52799999986377,588.8713708762051,156.33017552685078,8.96694498776532,16.898963090865415
42568.599999999,10.709000000900836,0.7995021655921569,0.15065681405083514,266.4410000000196,574.9898608783685,136.66602039074974,7.881661616664107,10.10599999910966,0.7995051117079347,0.15065983347044046,267.54299999982084,588.436149032188,155.42980148564507,8.982007122570216,16.974240210427112
42568.699999999,10.709999999231902,0.7995020434191095,0.15065664824455624,266.4419999999807,574.2514608833706,135.88788656864884,7.882744674491513,10.21199999982224,0.7995049668456066,0.15065973573200234,267.5599999998958,588.0009293484597,154.5071970720356,8.999069640415916,17.035768656365946
42568.799999999,10.77900000007884,0.7995019247367203,0.15065647720228964,266.43900000011865,573.4897381171129,135.13198103876587,7.879829173686901,10.163999999865961,0.7995048254739373,0.15065962926691806,267.5649999999374,587.5268394777013,153.60681916971458,9.004135033563045,17.092583015091034
42568.899999999,10.727999999916149,0.7995018060543314,0.15065630616002287,266.42300000011727,572.7280140003427,134.37607533231136,7.863913493218851,10.241999999811537,0.7995046841022679,0.1506595228018337,267.5729999999632,587.0527497444357,152.70644137638516,9.012200262362203,17.153713664155873
42568.999999998996,10.752000001069877,0.799501689117271,0.150656133372427,266.42399999986384,571.9585168070818,133.63128458147108,7.8649980932418275,10.186000000225196,0.7995045444759277,0.15065941284609086,267.57499999990813,586.5631115277538,151.81717722821566,9.014266492918903,17.214255150250768
42569.099999998994,10.592999999870884,0.7995015739255406,0.1506559588395018,266.4370000000059,571.1812460853519,132.897608688313,7.878082976702482,10.227999999709386,0.7995044048495877,0.15065930114501874,267.5879999999524,586.0657008065638,150.92791265057582,9.027333273229637,17.270309093752328
42569.199999998986,10.808999997729616,0.7995014587338101,0.15065578256124745,266.4250000000826,570.3961995499951,132.1639316579469,7.866168375529518,10.241999999250394,0.7995042669685769,0.15065918420795896,267.58899999986045,585.5449676703687,150.04976085042438,9.028401766400538,17.32902859478883
42569.29999999899,10.856000001297774,0.7995013435420795,0.15065560104700518,266.4240000000554,569.5878336239168,131.43025281724303,7.865255672761313,10.33700000000573,0.7995041273422366,0.15065906552556976,267.60700000003396,585.0164636143842,149.1604935357754,9.046471068583687,17.393277629297835
42569.39999999899,10.689000000736607,0.7995012335863365,0.150655419532763,266.40300000036274,568.7794626736353,130.72991933823928,7.84434209884735,10.271999999821897,0.7995039894612257,0.15065894684318068,267.5880000000349,584.4879549740008,148.28234062668096,9.027539944002,17.445131573344668
42569.49999999899,10.737999999336004,0.7995011271212522,0.15065523452786234,266.37000000013217,567.9555416511321,130.05181474721263,7.811429275343873,10.368999999735783,0.7995038515802148,0.15065882467013306,267.6079999997955,583.9439029962981,147.4041872108886,9.047610075746649,17.485180198967303
42569.59999999899,10.736000000493373,0.7995010189108386,0.15065504952296166,266.36600000023117,567.1316240463093,129.36259563944478,7.807516497182933,10.30800000014271,0.7995037171898624,0.15065869900642692,267.61300000002444,583.3843006461836,146.5482624792511,9.05268094750988,17.543681349610893
42569.699999998986,10.715999999357999,0.7995009159364127,0.15065485928207314,266.3379999999142,566.2843808939673,128.70671969769975,7.779604931160902,10.397999998813493,0.7995035810541807,0.1506585733427208,267.6100000000464,582.8246984544919,145.68122239436872,9.049751909535903,17.590545284913272
42569.79999999898,10.809999999828179,0.7995008077259987,0.15065467078651404,266.3749999998377,565.4449197583357,128.01750022510416,7.816693167577796,10.481999999319166,0.7995034431731697,0.15065844244302698,267.60400000006365,582.2417767329748,144.80306487927447,9.043825084427462,17.63635940488173
42569.89999999898,10.732000000844954,0.7995007030062437,0.1506544805456255,266.3590000000937,564.597678320842,127.35050953802539,7.800781463106612,,,,,,,,
42569.99999999898,10.715999999664547,0.799500600031818,0.15065429205006628,266.3650000000937,563.7582110404219,126.69463533569572,7.806868669302168,,,,,,,,
42570.09999999898,10.727000000649637,0.7995004988027211,0.15065409831851936,266.3410000000821,562.8954197226245,126.04987375939943,7.782957531489919,,,,,,,,
42570.19999999898,10.649999999753794,0.7995003993189539,0.15065390807763088,266.34500000018915,562.0481764960447,125.41622948900229,7.787044625921253,,,,,,,,
42570.29999999898,10.73100000021447,0.7995002980898571,0.15065371434608393,266.30700000020187,561.1853836024653,124.77146788273559,7.749133128092517,,,,,,,,
42570.399999998976,10.621000000282622,0.7995002003514193,0.15065352235986626,266.3129999999872,560.3303657985929,124.1489384109767,7.755220333232978,,,,,,,,
42570.499999998974,10.717999999055136,0.7995001026129809,0.1506533251376608,266.2970000001573,559.4520256773287,123.52640652480056,7.739309405171786,,,,,,,,
42570.59999999897,10.73400000001899,0.799500004874543,0.15065312791545532,266.2949999999376,558.5736866084407,122.90387503979254,7.737398296619832,,,,,,,,
42570.69999999897,10.74100000016103,0.7994999106267633,0.1506529289479206,266.2850000004616,557.687571262254,122.30357326742514,7.727487258549216,,,,,,,,
42570.79999999897,10.725999999580152,0.7994998198696424,0.15065272648972747,266.21300000074507,556.785901536321,121.72549949298565,7.655576971710067,,,,,,,,
42570.89999999897,10.767000000711331,0.7994997221312041,0.1506525275221926,266.1769999999022,555.8997855904091,121.10296705144468,7.619665994606468,,,,,,,,
42570.99999999897,10.632000000488107,0.7994996278834244,0.15065233204531647,266.20799999980125,555.0292201304674,120.50266784318,7.650753064263518,,,,,,,,
42571.09999999897,10.688999999753902,0.7994995353809744,0.15065212958712318,266.20200000011766,554.1275566513671,119.91348050390232,7.644842446030681,,,,,,,,
42571.199999998964,10.654999999783394,0.7994994376425361,0.15065193760090545,266.1990000000072,553.2725366990745,119.29095184270037,7.6419282322262685,,,,,,,,
42571.29999999896,10.742999999434808,0.7994993416494273,0.15065173688804154,266.186000000352,552.3786476644933,118.67953487823065,7.629016997419964,,,,,,,,
42571.39999999897,10.707000000855787,0.7994992474016475,0.15065153966583608,266.1470000002077,551.5003020510808,118.07923416567066,7.590104029984777,,,,,,,,
42571.49999999897,10.63800000041951,0.7994991548991972,0.1506513389529721,266.1480000000034,550.6064119140784,117.49004816462835,7.591192020629434,,,,,,,,
