distance_gt_m,ape_deg,ase_deg_per_s,dee_m,orientation_gt,orientation_pred,object_id_pred,object_track_id_gt
66.97080820834664,0.0,0.0,0.0,oncoming,oncoming,1,1
66.70948425358192,0.0,0.0,0.0,oncoming,oncoming,1,1
66.4802858638066,0.0,0.0,0.0,oncoming,oncoming,1,1
66.21199289424865,0.0,0.0,0.0,oncoming,oncoming,1,1
65.9568508454724,0.0,0.0,0.0,oncoming,oncoming,1,1
65.701101231706,0.0,0.0,0.0,oncoming,oncoming,1,1
65.44029977754457,0.0,0.0,0.0,oncoming,oncoming,1,1
65.18128703856324,0.0,0.0,0.0,oncoming,oncoming,1,1
64.89560106260312,0.0,0.0,0.0,oncoming,oncoming,1,1
64.62250121369509,0.0,0.0,0.0,oncoming,oncoming,1,1
64.36653499690638,0.0,0.0,0.0,oncoming,oncoming,1,1
64.0971362920884,0.0,0.0,0.0,oncoming,oncoming,1,1
63.81476386454028,0.0,0.0,0.0,oncoming,oncoming,1,1
63.55625496417719,0.0,0.0,0.0,oncoming,oncoming,1,1
63.28008208073745,0.0,0.0,0.0,oncoming,oncoming,1,1
62.98254088132698,0.0,0.0,0.0,oncoming,oncoming,1,1
62.72704957629334,0.0,0.0,0.0,oncoming,oncoming,1,1
62.43116014708757,0.0,0.0,0.0,oncoming,oncoming,1,1
62.13596297512739,0.0,0.0,0.0,oncoming,oncoming,1,1
61.87006385482878,0.0,0.0,0.0,oncoming,oncoming,1,1
61.57420512440486,0.0,0.0,0.0,oncoming,oncoming,1,1
61.267502572910736,0.0,0.0,0.0,oncoming,oncoming,1,1
60.97043665000108,0.0,0.0,0.0,oncoming,oncoming,1,1
60.67427108252216,0.0,0.0,0.0,oncoming,oncoming,1,1
60.376830697594336,0.0,0.0,0.0,oncoming,oncoming,1,1
60.06661717965822,0.0,0.0,0.0,oncoming,oncoming,1,1
59.7687957369639,0.0,0.0,0.0,oncoming,oncoming,1,1
59.46999002153628,0.0,0.0,0.0,oncoming,oncoming,1,1
59.16885423344401,0.0,0.0,0.0,oncoming,oncoming,1,1
58.85679032148049,0.0,0.0,0.0,oncoming,oncoming,1,1
58.52516655140143,0.0,0.0,0.0,oncoming,oncoming,1,1
58.22232832595533,0.0,0.0,0.0,oncoming,oncoming,1,1
57.93048377785157,0.0,0.0,0.0,oncoming,oncoming,1,1
57.59679150222816,0.0,0.0,0.0,oncoming,oncoming,1,1
57.29176517234748,0.0,0.0,0.0,oncoming,oncoming,1,1
56.969428566906906,0.0,0.0,0.0,oncoming,oncoming,1,1
56.65351916244461,0.0,0.0,0.0,oncoming,oncoming,1,1
56.34704738192372,0.0,0.0,0.0,oncoming,oncoming,1,1
56.01137834934143,0.0,0.0,0.0,oncoming,oncoming,1,1
55.705204465929135,0.0,0.0,0.0,oncoming,oncoming,1,1
55.3804137850185,0.0,0.0,0.0,oncoming,oncoming,1,1
55.06250727031384,0.0,0.0,0.0,oncoming,oncoming,1,1
54.758503640289305,0.0,0.0,0.0,oncoming,oncoming,1,1
54.43311728995334,0.0,0.0,0.0,oncoming,oncoming,1,1
54.12754544285626,0.0,0.0,0.0,oncoming,oncoming,1,1
53.81454312677936,0.0,0.0,0.0,oncoming,oncoming,1,1
53.52038162410789,0.0,0.0,0.0,oncoming,oncoming,1,1
53.21396057186824,0.0,0.0,0.0,oncoming,oncoming,1,1
52.901659718278864,0.0,0.0,0.0,oncoming,oncoming,1,1
52.60731607461615,0.0,0.0,0.0,oncoming,oncoming,1,1
52.32435068271416,0.0,0.0,0.0,oncoming,oncoming,1,1
