,Speed_LV,Acc_LV,Speed_FAV,Acc_FAV,Spatial_Gap,Spatial_Headway
count,44207.0,44207.0,44207.0,44207.0,44207.0,44207.0
mean,32.2386017734461,-0.0013184390377762247,32.23224722357469,-0.001513644652782433,42.61201915461961,47.11201915461961
std,6.643807152061079,0.5966429840540284,6.846918030981661,0.6318476295641304,15.278598814789312,15.278598814789312
min,0.0005144444215489,-5.516705274496232,0.0009999998110277,-6.200000170434592,1.4633189379637006,5.963318937963701
25%,30.885958333052706,-0.32409999272900336,30.262000002017118,-0.3100000007725079,33.761860012073825,38.261860012073825
50%,35.09334223118792,-0.0154333342285184,34.99399999993547,0.010000000444279,41.43422363037897,45.93422363037897
75%,36.39154277921032,0.3035222555042338,36.57900000024833,0.33000003441649994,47.244923991129994,51.744923991129994
max,40.10351666649833,5.941833531743512,41.20799999913714,6.079998970155103,137.7210617207462,142.2210617207462
