,Speed_LV,Acc_LV,Speed_FAV,Acc_FAV,Spatial_Gap,Spatial_Headway
count,43530.0,43530.0,43530.0,43530.0,43530.0,43530.0
mean,32.601427833454956,-0.0034273225148604655,32.5968609697359,-0.0028416632913618343,42.7271988384567,47.2271988384567
std,5.7069068715039,0.5903699874330697,5.935567849862452,0.6234998847480355,13.740089832618933,13.740089832618933
min,0.1337555562091497,-4.979822161096763,0.1329999985114568,-4.84999996360763,1.4633189379637006,5.963318937963701
25%,31.14961110971976,-0.3292443804138756,30.489249993339513,-0.3199998916549962,34.111268834794316,38.611268834794316
50%,35.135012221746685,-0.015433403519331451,35.044999998820565,0.0099999958479557,41.518898169366025,46.018898169366025
75%,36.406204443237094,0.3086666659260695,36.58800000256372,0.33999990032320676,47.247109802052826,51.747109802052826
max,40.10351666649833,4.918089329010513,41.20799999913714,4.8799998833154135,119.62936282947076,124.12936282947076
