,Speed_LV,Acc_LV,Speed_FAV,Acc_FAV,Spatial_Gap,Spatial_Headway
count,44207.0,44198.0,44207.0,44198.0,44207.0,44207.0
mean,32.2386017734461,-0.0009806313450478382,32.23224722357469,-0.0012104619962381522,42.61201915461961,47.11201915461961
std,6.643807152061079,0.6130363771052872,6.846918030981661,0.648570009986878,15.278598814789312,15.278598814789312
min,0.0005144444215489,-10.74674547788156,0.0009999998110277,-9.790000326873738,1.4633189379637006,5.963318937963701
25%,30.885958333052706,-0.32409999230454284,30.262000002017118,-0.31000000082174844,33.761860012073825,38.261860012073825
50%,35.09334223118792,-0.01543333357929795,34.99399999993547,0.0100000003127931,41.43422363037897,45.93422363037897
75%,36.39154277921032,0.3035222644743918,36.57900000024833,0.33000003833606684,47.244923991129994,51.744923991129994
max,40.10351666649833,13.200644346433492,41.20799999913714,10.070000043238778,137.7210617207462,142.2210617207462
