Trajectory_ID,Time_Index,ID_LV,Type_LV,Pos_LV,Speed_LV,Acc_LV,ID_FAV,Pos_FAV,Speed_FAV,Acc_FAV,Spatial_Gap,Spatial_Headway,Speed_Diff,leader_x,leader_y,follower_x,follower_y,leader_length,follower_length
0,0.0,27,0,52.72507322821905,37.635212222222215,,10,0.0,37.415,,48.22507322821905,52.72507322821905,0.22021222222221581,0.0,0.0,27.11238065315221,43.265945957016385,4.5,4.5
0,0.09999999999854481,27,0,56.4891613713046,37.658362222222216,0.23150000000001114,10,3.7488499999997416,37.561999999994825,1.4699999999482571,48.240311371304855,52.740311371304855,0.09636222222739121,-2.0213780264714005,-3.187587896544386,25.091002627051715,40.09689054784782,4.5,4.5
0,0.19999999999708962,27,0,60.27334256255102,37.67276666666667,0.1440444444445177,10,7.50295000000023,37.52000000001494,-0.41999999979886127,48.27039256255079,52.77039256255079,0.1527666666517291,-4.055713604113981,-6.3751757966253875,23.085173662727552,36.92783513938658,4.5,4.5
0,0.3000000000029104,27,0,64.0444755124742,37.65115999999869,-0.21606666667977947,10,11.250700000000956,37.43499999999957,-0.8500000001536989,48.29377551247324,52.79377551247324,0.21615999999912106,-6.077091630214472,-9.562763691755126,21.079344697908844,33.75877972880337,4.5,4.5
0,0.4000000000014552,27,0,67.80056901114298,37.69231555555518,0.41155555556493084,10,14.99760000000066,37.50299999999451,0.6799999999493878,48.30296901114232,52.80296901114232,0.18931555556067536,-8.098469655820415,-12.731819100216368,19.057966672302896,30.600843813474942,4.5,4.5
0,0.49999999999272404,27,0,71.56322787800076,37.67173777777607,-0.20577777779109852,10,18.75015000000023,37.54799999999687,0.45000000002360707,48.31307787800053,52.81307787800053,0.1237377777792048,-10.119847682291816,-15.919406997468077,17.044363176905115,27.42066891046624,4.5,4.5
0,0.5999999999912689,27,0,75.33325335147025,37.732956666664975,0.6121888888890226,10,22.50615000000052,37.57200000000896,0.24000000012094347,48.32710335146973,52.82710335146973,0.16095666665601271,-12.141225708392309,-19.10699489542711,15.03853421258095,24.240494008872183,4.5,4.5
0,0.6999999999898137,27,0,79.11631715011615,37.70723444444512,-0.25722222219854984,10,26.259200000001584,37.48900000001228,-0.8299999999668017,48.35711715011456,52.85711715011456,0.2182344444328379,-14.175561286405797,-22.294582791971497,13.032705248256786,21.07143859970362,4.5,4.5
0,0.7999999999883585,27,0,82.89460247040209,37.72986999999935,0.22635555554231246,10,30.0087000000022,37.501,0.11999999987715171,48.38590247039989,52.88590247039989,0.22886999999935398,-16.183981760469653,-25.50070317730635,11.019101752735367,17.90238318982773,4.5,4.5
0,0.8999999999869033,27,0,86.65347219850712,37.70826333333412,-0.21606666665228147,10,33.76140000000193,37.55299999999461,0.5199999999461369,48.39207219850519,52.89207219850519,0.15526333333951214,-18.218317337988598,-28.669758586474913,8.99772372675851,14.733327780659167,4.5,4.5
0,0.999999999992724,27,0,90.42497504406663,37.73655777777235,0.2829444443822382,10,37.51745000000166,37.56800000000001,0.15000000005400693,48.40752504406496,52.90752504406496,0.16855777777233527,-20.239695364089087,-31.857346484433947,6.97634570065802,11.564272370075956,4.5,4.5
0,1.099999999983993,27,0,94.19666452724472,37.75713555555513,0.20577777782783357,10,41.27370000000203,37.55700000000736,-0.10999999992648668,48.42296452724269,52.92296452724269,0.2001355555477673,-22.261073390189576,-35.04493438097833,4.954967675052076,8.395216962322039,4.5,4.5
0,1.1999999999825377,27,0,97.97052002198262,37.75559222222108,-0.015433333340482136,10,45.02805000000259,37.53000000000378,-0.2700000000358216,48.44247002198003,52.94247002198003,0.22559222221730124,-24.28245141629007,-38.23252227752272,2.941364179159747,5.226161551738828,4.5,4.5
0,1.2999999999810825,27,0,101.7502704109205,37.776684444439134,0.21092222218051404,10,48.78170000000265,37.54299999999744,0.12999999993660083,48.46857041091786,52.96857041091786,0.23368444444169256,-26.31678699380901,-41.42011017548175,0.9277606837619641,2.057106141862941,4.5,4.5
0,1.3999999999796273,27,0,105.53785998427907,37.79777666666197,0.21092222222833357,10,52.53780000000231,37.57899999999583,0.3599999999838843,48.50005998427675,53.00005998427675,0.2187766666661375,-28.338165019909503,-44.62623055940196,-1.0936173423385265,-1.1119492665983,4.5,4.5
0,1.4999999999781721,27,0,109.32121634003724,37.798805555565146,0.010288889031784265,10,56.29505000000257,37.56600000000931,-0.12999999986519128,48.52616634003468,53.02616634003468,0.23280555555583504,-30.37250059792299,-47.813818456653664,-3.1072208372417633,-4.281004675059541,4.5,4.5
0,1.599999999983993,27,0,113.09981179893958,37.74530333333402,-0.5350222223112411,10,60.050150000002624,37.53599999999186,-0.30000000017452066,48.54966179893695,53.04966179893695,0.209303333342163,-32.393878623899845,-51.0014063546127,-5.113049801195019,-7.450060084228105,4.5,4.5
0,1.6999999999825377,27,0,116.87588495606877,37.8111522222018,0.6584888886777662,10,63.80680000000138,37.59699999998325,0.6099999999138817,48.56908495606739,53.06908495606739,0.21415222221855146,-34.41525665000034,-54.18899425044976,-7.126653296592801,-10.61911549339667,4.5,4.5
0,1.7999999999665306,27,0,120.66707272721281,37.87751555554812,0.6636333334632383,10,67.56645000000074,37.59600000000388,-0.009999999793635084,48.60062272721207,53.10062272721207,0.2815155555442388,-36.43663467610082,-57.395114635784616,-9.148031323558747,-13.788170903979879,4.5,4.5
