,Speed_LV,Acc_LV,Speed_FAV,Acc_FAV,Spatial_Gap,Spatial_Headway
count,41490.0,41490.0,41490.0,41490.0,41490.0,41490.0
mean,29.02207501657037,0.008408208439622424,28.9956078506291,0.006079538299235848,40.80444744703037,45.30444744703037
std,5.627122353405619,0.564701266803555,5.785804957029211,0.5908831279460399,14.613723923503613,14.613723923503613
min,7.519113668273031,-4.831545320980943,7.2667500987437155,-4.569607389313433,9.053849391055664,13.553849391055664
25%,25.634828052900648,-0.19057144269330806,25.316754072464498,-0.21141014547756845,30.777938977571758,35.27793897757176
50%,29.720211150875645,0.0782673341353401,29.81083695879915,0.07334970372795616,39.320297230998605,43.820297230998605
75%,33.13551807149193,0.30707589990974776,33.23260751999243,0.34889371712607975,49.822031133728714,54.322031133728714
max,40.77298721998807,4.924340334799548,40.79631820072822,4.830438464927589,119.85994043291876,124.35994043291876
