Trajectory_ID,Time_Index,ID_LV,Type_LV,Pos_LV,Speed_LV,Acc_LV,ID_FAV,Pos_FAV,Speed_FAV,Acc_FAV,Spatial_Gap,Spatial_Headway,Speed_Diff
0,0.0,6,1,25.58176739066476,8.142248636929825,0.0014004764689445892,10,0.0,8.161064853394398,0.03451845504754303,21.08176739066476,25.58176739066476,-0.018816216464573543
0,0.10000000000002274,6,1,26.416753221123138,8.14238868457672,0.0049611593551190936,10,0.8162790776146776,8.164516698899153,0.044318919175054816,21.10047414350846,25.60047414350846,-0.022128014322433387
0,0.1999999999999318,6,1,27.247844269668185,8.142884800512231,0.008521842241275834,10,1.6329523421004681,8.168948590816658,0.05411938330251331,21.11489192756772,25.61489192756772,-0.02606379030442696
0,0.2999999999999545,6,1,28.075451668639335,8.143736984736359,0.012082525127397048,10,2.4501177980986464,8.17436052914691,0.06391984742991852,21.12533387054069,25.62533387054069,-0.030623544410550707
0,0.39999999999997726,6,1,28.89997499999847,8.144945237249098,0.012167693578959415,10,3.267873450250487,8.180752513889901,0.06245959627873887,21.132101549747983,25.632101549747983,-0.035807276640802854
0,0.5,6,1,29.721746145147314,8.146162006606994,0.008777347595749774,10,4.086260999620871,8.186998473517775,0.04973862984869015,21.135485145526445,25.635485145526445,-0.0408364669107808
0,0.6000000000000227,6,1,30.540973134923373,8.14703974136657,0.005387001612593423,10,4.905209540121891,8.191972336502644,0.03701766341871249,21.13576359480148,25.63576359480148,-0.04493259513607484
0,0.6999999999999318,6,1,31.357796606913215,8.147578441527829,0.0019966556294015447,10,5.724591862089249,8.195674102844515,0.02429669698866377,21.133204744823967,25.633204744823967,-0.048095661316686744
0,0.7999999999999545,6,1,32.172346262913074,8.147778107090769,-0.0013936903537725698,10,6.544280755858644,8.198103772543382,0.011575730558632813,21.12806550705443,25.62806550705443,-0.05032566545261297
0,0.8999999999999773,6,1,32.9847410229399,8.147638738055392,-0.004784036336928921,10,7.364149011765775,8.199261345599245,-0.0011452358713626154,21.12059201117412,25.62059201117412,-0.051622607543853505
0,1.0,6,1,33.79508917934433,8.147160334421699,-0.008174382320120799,10,8.184069420146344,8.199146822012109,-0.013866202301358044,21.111019759197983,25.611019759197983,-0.051986487590410135
0,1.1000000000000227,6,1,34.60348855099782,8.146342896189687,-0.011564728303312677,10,9.003914771336047,8.197760201781973,-0.026587168731389,21.09957377966177,25.59957377966177,-0.05141730559228641
0,1.1999999999999318,6,1,35.41002663751991,8.145186423359355,-0.012228794845281499,10,9.823557855670588,8.195101484908834,-0.03246080752100866,21.086468781849327,25.586468781849327,-0.04991506154947878
0,1.2999999999999545,6,1,36.21481501014655,8.143963543874827,-0.010166581946116082,10,10.642905700123865,8.191855404156733,-0.03148711867027032,21.07190931002269,25.57190931002269,-0.04789186028190606
0,1.3999999999999773,6,1,37.0180237025578,8.142946885680216,-0.00810436904696843,10,11.461933804946188,8.188706692289706,-0.030513429819549742,21.05608989761161,25.55608989761161,-0.04575980660949064
0,1.5,6,1,37.81984712834088,8.142136448775519,-0.006042156147767486,10,12.28065190702606,8.185655349307751,-0.029539740968793637,21.039195221314824,25.539195221314824,-0.04351890053223251
0,1.6000000000000227,6,1,38.62046999831135,8.141532233160742,-0.003979943248584306,10,13.099069743251992,8.182701375210872,-0.028566052118037533,21.02140025505936,25.52140025505936,-0.04116914205012989
0,1.6999999999999318,6,1,39.42006747427217,8.141134238835884,-0.0019177303494544162,10,13.917197050512488,8.179844769999068,-0.02759236326729919,21.00287042375969,25.50287042375969,-0.03871053116318457
0,1.7999999999999545,6,1,40.218805322508665,8.140942465800938,0.0001444825497465274,10,14.735043565696058,8.177085533672338,-0.02661867441650756,20.98376175681261,25.48376175681261,-0.03614306787140009
0,1.8999999999999773,6,1,41.01684006695051,8.140956914055913,0.0022066954488941803,10,15.55261902569121,8.174423666230688,-0.02564498556582251,20.964221041259297,25.464221041259297,-0.03346675217477468
0,2.0,6,1,41.81431914192694,8.141177583600802,0.0021593826196664168,10,16.36993316738645,8.171859167674105,-0.021724908959672717,20.944385974540488,25.444385974540488,-0.030681584073303014
0,2.1000000000000227,6,1,42.6113957763756,8.141393521862769,2.544061992182378e-06,10,17.187010459609063,8.169686676778138,-0.014858444598147003,20.924385316766543,25.424385316766543,-0.0282931549153691
0,2.199999999999932,6,1,43.40824387748292,8.141393776268968,-0.002154294495717579,10,18.003904835063885,8.168200832318323,-0.007991980236603524,20.904339042419032,25.404339042419032,-0.026807056049355182
0,2.2999999999999545,6,1,44.20504344979187,8.141178346819396,-0.0043111330533918135,10,18.820684958394533,8.167401634294663,-0.0011255158750600458,20.884358491397336,25.384358491397336,-0.026223287475266588
0,2.3999999999999773,6,1,45.00196601356369,8.140747233514057,-0.006467971611066048,10,19.637419494244625,8.167289082707157,0.005740948486465669,20.864546519319067,25.364546519319067,-0.026541849193099765
0,2.5,6,1,45.79917475423838,8.14010043635295,-0.008624810168740282,10,20.454177107257774,8.167863177555803,0.012607412847938093,20.84499764698061,25.34499764698061,-0.027762741202852936
0,2.6000000000000227,6,1,46.596824670958455,8.139237955336077,-0.010781648726450044,10,21.271026462077593,8.169123918840597,0.0194738772095171,20.82579820888086,25.32579820888086,-0.029885963504520774
0,2.699999999999932,6,1,47.39506272405673,8.138159790463432,-0.012938487284124278,10,22.0880362233477,8.171071306561549,0.02634034157102505,20.807026500709025,25.307026500709025,-0.03291151609811749
