Date,26,2,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle_order,Mitsubishi(SpaceStar),Ford(S-Max),VW(GolfE),KIA(Niro),Mitsubishi(OutlanderPHEV),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number_of_vehicles,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Distance_setting,min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time,Speed1,Lat1,Lon1,Alt1,E1,N1,U1,VE1,VN1,VU1,Speed2,Lat2,Lon2,Alt2,E2,N2,U2,VE2,VN2,VU2,Speed3,Lat3,Lon3,Alt3,E3,N3,U3,VE3,VN3,VU3,Speed4,Lat4,Lon4,Alt4,E4,N4,U4,VE4,VN4,VU4,Speed5,Lat5,Lon5,Alt5,E5,N5,U5,VE5,VN5,VU5,IVS1,IVS2,IVS3,IVS4,Driver1,Driver2,Driver3,Driver4,Driver5
208402.4,25.6477031096316,0.797589529353615,0.150664594953324,288.921653230441,8063.71573201448,10476.6282668904,21.7615980397409,-24.9769054856753,-5.82109349371404,0.271546859473152,25.7232342527194,0.797590790836635,0.150673522919381,285.698653406079,8103.54277089626,10484.7082058091,18.4749059752123,-24.892841150776,-6.47834093111217,0.249677077010206,23.9133237756681,0.797592855675619,0.150683240081038,286.575000000008,8146.89002724059,10497.9158594647,19.2743724362859,-23.0180000000018,-6.43099999998819,-0.813000000001326,26.1508223572909,0.797594232157824,0.150690664075409,287.351159848891,8180.009401335,10506.7264838117,19.9936887834959,-25.2328653371238,-6.8486537829337,0.513768627566879,25.2890444115967,0.797598422807334,0.150710173522498,281.708582157216,8267.02831317182,10533.5196762441,14.194839500931,-23.9878946831895,-7.99977071318023,0.346906985320477,36.9433862748089,40.5887519872792,30.0212713768778,86.6053496862361,Human,ACC,ACC,ACC,ACC
208402.5,25.6395057656846,0.797589437974711,0.150664032918249,288.941590969917,8061.2083953263,10476.0431209325,21.7856623124934,-24.9784412567784,-5.77741365529595,0.288478328206247,25.6996510092954,0.797590689722018,0.150672965327731,285.730000000016,8101.05536660548,10484.0610874105,18.5104722493889,-24.8809999999986,-6.42999999997251,0.250999999998758,23.9109741176166,0.797592757031108,0.150682729820459,286.58975725337,8144.61380775729,10497.2847025668,19.2930720472051,-23.020856406893,-6.41201726680108,-0.81295025480594,26.0723182381738,0.797594121887323,0.150690101462563,287.404069735536,8177.49971029992,10506.0210324355,20.050975163024,-25.1515243400015,-6.84906412013362,0.506875098247008,25.2738335081246,0.797598312075653,0.150709641220099,281.877802512947,8264.65406080554,10532.8116250775,14.3683028787577,-23.9728909291548,-7.99527221328695,0.377866286789813,36.9506505245887,40.7954432259962,29.7765491288265,86.7340363305634,Human,ACC,ACC,ACC,ACC
208402.6,25.6272853975183,0.797589347330698,0.150663470596299,288.962302094181,8058.6997728701,10475.4626556992,21.8104928550048,-24.9762242850466,-5.73138707000892,0.311736367203837,25.7005746854425,0.797590589058473,0.150672407119213,285.752854362768,8098.56519447222,10483.4168250754,18.5375440462985,-24.8932116812417,-6.38649298865397,0.245476395550486,23.9100728232395,0.797592658651886,0.150682219252702,286.604338506731,8142.33621458114,10496.6552339028,19.3115937521664,-23.0246488137856,-6.39523453361383,-0.811236509613235,25.9940217703349,0.797594011733576,0.150689540564115,287.455199697752,8174.99766596307,10505.3163326839,20.1064695240086,-25.070650674291,-6.8481475658652,0.504497255144658,25.2577815336095,0.797598201619118,0.150709109351211,282.05800000011,8262.28175419267,10532.1053477318,14.552737009084,-23.959999999994,-7.98199999998902,0.402000000011261,36.9562072388973,41.0031774435039,29.5403098309138,86.8575924347698,Human,ACC,ACC,ACC,ACC
208402.7,25.6140902140756,0.797589257308467,0.150662907964339,288.98527547897,8056.18976421722,10474.8861531891,21.8375798536829,-24.9728715422103,-5.6854403231369,0.336262937471541,25.7227197045889,0.797590489009154,0.15067184831701,285.773000000013,8096.07236394124,10482.7764674862,18.5619030185576,-24.9270000000237,-6.34399999997369,0.237999999996485,23.9124703615968,0.797592560551168,0.150681708299032,286.61664113341,8140.0568935717,10496.0275337052,19.3278352369857,-23.0313130172344,-6.38004316702012,-0.812347637020502,25.9151464054491,0.797593901545522,0.15068898132969,287.503019773323,8172.5030428428,10504.6114197001,20.1586437907624,-24.9899180056983,-6.84382067439471,0.510812941367595,25.2437883652988,0.797598092072046,0.150708578634134,282.256669223144,8259.91460309137,10531.4049004479,14.7556256434392,-23.9529077723076,-7.95823580864096,0.4165850421991,36.960612410266,41.2112354713832,29.3124150098864,86.9807703039562,Human,ACC,ACC,ACC,ACC
208402.8,25.6029383860445,0.79758916779491,0.150662344999233,289.012000000025,8053.678268939,10474.3128954009,21.8684134949352,-24.9709999999998,-5.64199999996387,0.357000000014979,25.7515009183029,0.797590389777485,0.150671289101658,285.797179142931,8093.57768753472,10482.1413222945,18.5902882282868,-24.9691871243308,-6.29481211411638,0.234167340770797,23.9200219229983,0.797592462742168,0.150681196880714,286.624562506726,8137.77549058852,10495.4016822064,19.3396941874792,-23.042784813794,-6.36583453361359,-0.820772509625033,25.8349131408708,0.797593791172099,0.150688423708916,287.546000000035,8170.01561545745,10503.9053286272,20.2059698875979,-24.9089999999292,-6.83399999998842,0.530000000023587,25.2339659332539,0.797597982951967,0.150708048394772,282.465210364273,8257.54959228947,10530.7071924595,14.9683779548309,-23.9518029632242,-7.92994174324972,0.424494381785579,36.9651509085236,41.4181539068037,29.0927301523926,87.1002729796118,Human,ACC,ACC,ACC,ACC
208402.9,25.5960644363678,0.797589078718689,0.150661781688614,289.043367861808,8051.1652335663,10473.7424294077,21.9038867974159,-24.9726224852689,-5.60266714436627,0.36981307219985,25.7677979268728,0.797590291786949,0.150670729560959,285.825000000025,8091.08155308302,10481.5140862813,18.6223029521696,-25.0000000000157,-6.23899999994896,0.232999999999381,23.9345964244393,0.7975923652381,0.150680684919013,286.625999999998,8135.49165149116,10494.7777596387,19.345068289463,-23.0610000000194,-6.35199999998791,-0.84100000002412,25.7531891463807,0.797593680537249,0.15068786763245,287.583189741082,8167.53507378449,10503.1975731193,20.2474983837842,-24.828024261452,-6.81747536944015,0.563907855135849,25.2302172206265,0.797597873497219,0.150707517610933,282.671000000175,8255.18215033218,10530.0073462486,15.1783844716431,-23.9560000000058,-7.90499999998198,0.430000000005001,36.9708482552775,41.6224829476995,28.88116616294,87.2107361139961,Human,ACC,ACC,ACC,ACC
208403,25.5926711528664,0.797588990175532,0.150661218063192,289.077884583678,8048.65079246825,10473.175362579,21.9425041087709,-24.9773352453723,-5.56574063459912,0.374261896822496,25.7610439190093,0.797590195310725,0.15067016967173,285.854804065625,8088.58385277335,10480.8964963134,18.6562859576851,-25.0075398215647,-6.18063355465142,0.232604241356988,23.9571390782826,0.797592268044916,0.150680172367991,286.619690262545,8133.20516962764,10494.1558015647,19.3426943925905,-23.0869809145586,-6.33797831503822,-0.875131958672748,25.672332771709,0.797593569864937,0.150687312955067,287.61595566128,8165.06076963768,10502.4895808749,20.2845944284091,-24.74893414978,-6.79652969964477,0.605072254413771,25.2335493787848,0.797597763117656,0.150706985524077,282.864132276304,8252.80888440543,10529.3015826564,15.3757499558063,-23.964607885538,-7.88917756520095,0.436417791467783,36.9776592624011,41.8236626578352,28.677665109928,87.3080113120275,Human,ACC,ACC,ACC,ACC
208403.1,25.5912239043413,0.797588902302937,0.150660654164441,289.113459013722,8046.1351269735,10472.6125673582,21.9821726088956,-24.9841303827913,-5.52869380751424,0.370829773034503,25.759590524708,0.797590099800731,0.150669609059579,285.887000000029,8086.08292091201,10480.2850604701,18.6926537609155,-25.0180000000208,-6.13199999996596,0.23400000000251,23.9847925129178,0.797592171139524,0.150679659312902,286.607727047672,8130.91642829975,10493.5356648659,19.3346660018555,-23.1180960644427,-6.32339775686513,-0.915722147481688,25.595278707528,0.79759345945413,0.150686759512571,287.646243750854,8162.59197028992,10501.7832581034,20.3192018155137,-24.6741269631864,-6.77431918002011,0.643700526494386,25.2414708706602,0.79759765190921,0.150706452430297,283.045571613196,8250.4311162579,10528.5905159614,15.5614361034094,-23.9759139252037,-7.8797805860781,0.443239304298823,36.9829226498143,42.0246353062731,28.4816781510278,87.3936881344089,Human,ACC,ACC,ACC,ACC
208403.2,25.5902087721054,0.797588815238401,0.150660090033839,289.148000000029,8043.61841841073,10472.0549161893,22.0207994776855,-24.9920000000071,-5.48899999996345,0.359999999987455,25.7874632707067,0.797590004615318,0.150669047418538,285.921854594732,8083.57739774173,10479.6756911311,18.7316816015297,-25.0544035894921,-6.10027866701098,0.238165693804897,24.0136978496646,0.797592074491569,0.150679145871796,286.59304338468,8128.62595829775,10492.9171617539,19.3239157860845,-23.1508004988009,-6.30793398587047,-0.952937306231905,25.5249025854567,0.797593349603798,0.150686207140766,287.676000000026,8160.12794301407,10501.0805110142,20.3532643391391,-24.6059999999441,-6.753999999984,0.67000000001473,25.2506263090717,0.797597540139332,0.150705918889338,283.219000000149,8248.05134627898,10527.875858801,15.7391188440733,-23.9880000000103,-7.87199999999251,0.44900000000414,36.9841868144956,42.2283326267548,28.2925154561379,87.4708066096526,Human,ACC,ACC,ACC,ACC
208403.3,25.5881909450538,0.797588729101199,0.150659525705913,289.180166289599,8041.10081819847,10471.5031666571,22.0570420223031,-24.999888303931,-5.44461345970254,0.342468839360343,25.8125757335548,0.797589909559842,0.150668485067541,285.95700000004,8081.06870513184,10479.0671466638,18.7710018649552,-25.0890000000235,-6.063999999944,0.243000000004903,24.0399382739606,0.797591978070697,0.150678632162724,286.57857230287,8126.33429041189,10492.3001044402,19.3133764141044,-23.1815492667624,-6.29126266245608,-0.976944174704368,25.4634273462162,0.797593240569426,0.150685655668747,287.707027092638,8157.66792531804,10500.3829686195,20.3885829811413,-24.5464667665368,-6.73787042236628,0.676907428485381,25.2579470177571,0.797597428044182,0.150705385229499,283.387394265194,8245.67104136735,10527.1591220171,15.9117706124309,-23.9990310559526,-7.86164652307336,0.452669717889653,36.9823374185324,42.4341991329444,28.109378389767,87.5414708811147,Human,ACC,ACC,ACC,ACC
