Date,24,9,2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vehicle_order,Fiat(500X),Hyundai(Ioniqhybrid),Volvo(XC40),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Number_of_vehicles,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACC,2
Distance_setting,min
Time,Speed1,Lat1,Lon1,E1,N1,Speed2,Lat2,Lon2,E2,N2,Speed3,Lat3,Lon3,E3,N3,IVS1,IVS2,Driver1,Driver2,Driver3
60224.5,31.98767719388973,0.7940131460094868,0.14731523901357613,15324.653655810898,55339.596029264365,32.306689741338275,0.794007847184023,0.14731726985318985,15334.381277038518,55307.863351108565,32.82647010820519,0.7940015447452937,0.14731945944362976,15344.283459167376,55267.74438028572,28.99620153128992,36.81393589275908,Human,ACC,ACC
60224.6,31.986562635398545,0.7940136349732095,0.14731506630010918,15323.872166660127,55342.70730391094,32.3098425019099,0.7940083371383652,0.1473170977933896,15333.603145894474,55310.98185518151,32.814647492740356,0.7940020439353146,0.14731928208309855,15343.481326275356,55270.92124815816,28.990274196414,36.751522084873706,Human,ACC,ACC
60224.7,31.98918443996439,0.7940141239999967,0.1473148940000012,15323.092870005437,55345.81881997828,32.31100000000813,0.7940088272926337,0.1473169258142796,15332.825362253583,55314.10159161449,32.802949918207105,0.7940025428708892,0.14731910482583946,15342.679662043334,55274.09650190696,28.982859110547896,36.69190322861356,Human,ACC,ACC
60224.8,31.99655619684159,0.7940146129374395,0.14731472202814716,15322.315505365652,55348.92962087778,32.30723575737144,0.7940093177342237,0.14731675370734856,15332.046986003803,55317.223097032715,32.79200000007168,0.7940030415261634,0.14731892770693167,15341.87862535846,55277.26998223458,28.972328855459708,36.63601810028523,Human,ACC,ACC
60224.9,32.00644489220832,0.7940151017522549,0.14731455027843682,15321.539408739736,55352.0397094113,32.29951895006068,0.7940098083128793,0.1473165814345132,15331.267853324016,55320.345430162815,32.78226355870274,0.7940035398829715,0.14731875074610007,15341.078306005287,55280.441577870646,28.959732385815922,36.58312101567304,Human,ACC,ACC
60225.0,32.015805861456705,0.7940155904409412,0.1473143786395087,15320.763815246682,55355.14932822824,32.28979266773815,0.7940102988189318,0.14731640900029744,15330.487994465833,55323.46728025676,32.773579234065515,0.7940040379539051,0.14731857390165176,15340.278517357969,55283.61136965369,28.946787938028326,36.53180833147695,Human,ACC,ACC
60225.1,32.02159443997893,0.7940160789999966,0.14731420700000125,15319.987960005476,55358.25871997807,32.280000000066124,0.7940107890427128,0.1473162364092251,15329.70743968087,55326.58733656656,32.765628871021136,0.7940045357592449,0.1473183971165395,15339.479003688057,55286.779486449435,28.935213880789288,36.480613246456855,Human,ACC,ACC
60225.2,32.021624445737785,0.7940165674435776,0.14731403524528805,15319.211131354912,55361.36812278963,32.27152111063732,0.7940112788429972,0.14731606370390316,15328.926387126134,55329.704718822766,32.75809431443071,0.7940050333192725,0.14731822033371605,15338.6795092671,55289.946057123605,28.926346397178442,36.42844705773617,Human,ACC,ACC
60225.3,32.01714362705178,0.7940170558564732,0.1473138632476838,15318.432830512922,55364.47775670945,32.26348445871767,0.7940117683523338,0.14731589107927145,15328.145706580244,55332.82026867041,32.75065740915532,0.7940055306542684,0.14731804349613412,15337.879778366652,55293.11121054195,28.91999266837381,36.37573371555885,Human,ACC,ACC
60225.4,32.01025821484644,0.7940175443411305,0.14731369087623827,15317.652611917241,55367.58783726356,32.25445557747913,0.7940122577717149,0.14731571876835292,15327.366435727217,55335.93525823311,32.74300000005614,0.7940060277845136,0.14731786654674647,15337.079555258264,55296.275075570185,28.91557765194571,36.3232762025473,Human,ACC,ACC
60225.5,32.003074440047286,0.7940180329999964,0.14731351800000125,15316.870030005592,55370.69857997781,32.24300000009375,0.7940127473021334,0.14731554700417052,15326.589612251071,55339.05095963449,32.734902967745555,0.7940065247367933,0.14731768944856774,15336.278673666744,55299.43782162592,28.9125273386009,36.27186087863799,Human,ACC,ACC
60225.6,31.997415368686728,0.7940185218819793,0.14731334455320794,15316.08493456027,55373.80998017546,32.22828917546683,0.7940132370938447,0.14731537596116132,15325.816012319905,55342.16832159423,32.726543335849605,0.7940070215639101,0.14731751224486042,15335.477325129941,55302.59978033436,28.910205656305042,36.22195165408362,Human,ACC,ACC
60225.7,31.993971407200434,0.7940190108218315,0.14731317073083533,15315.298356741785,55376.921152368486,32.21191821548889,0.7940137270941584,0.14731520557941855,15325.045366038068,55345.286999216434,32.718197163749906,0.7940075183251699,0.1473173349989488,15334.675790638958,55305.76132387259,28.90771953040071,36.17298728405977,Human,ACC,ACC
60225.8,31.993149797118782,0.7940194996007661,0.14731299679304566,15314.511623055218,55380.03099086613,32.19608814780973,0.7940142171996469,0.1473150357404498,15324.277141993998,55348.40632420121,32.710140510828055,0.7940080150798798,0.1473171577741573,15333.874351184904,55308.92282441766,28.90411024531125,36.124153697585136,Human,ACC,ACC
60225.9,31.99535777997221,0.7940199879999964,0.14731282300000126,15313.726060005652,55383.13838997763,32.18300000007912,0.7940147073068836,0.14731486632576227,15323.510808776104,55351.52562824872,32.70264943646562,0.7940085118873462,0.14731698063381027,15333.0732877589,55312.08465414668,28.89841624042652,36.07463515524263,Human,ACC,ACC
60226.0,32.00034434337572,0.7940204758566085,0.14731264954188758,15312.942574968904,55386.24255184392,32.174665938047355,0.7940151973378607,0.1473146971949578,15322.745738310095,55354.64441137076,32.6960000000442,0.7940090088068757,0.14731680364123206,15332.27288135204,55315.24718523671,28.889900810749,36.02380007104629,Human,ACC,ACC
60226.1,32.005225459225976,0.7940209632311795,0.14731247632898242,15312.1603988037,55389.3439099329,32.17234267985062,0.7940156873162503,0.1473145281200156,15321.980915870765,55357.76284682575,32.690388459541175,0.7940095058853736,0.14731662685688565,15331.473401136993,55318.41071377749,28.87873956662629,35.971830673019156,Human,ACC,ACC
60226.2,32.00645884547583,0.7940214502401589,0.1473123032015867,15311.378343239487,55392.4432055442,32.17709808171746,0.7940161772911439,0.14731435885100927,15321.215230070193,55360.881276183805,32.685691867310084,0.7940100031201408,0.14731645032978916,15330.675069012634,55321.575231509414,28.865336464465518,35.91937741935923,Human,ACC,ACC
60226.3,32.000502220078104,0.7940219369999965,0.1473121300000013,15310.595220005704,55395.54117997745,32.189999999876406,0.7940166673116337,0.14731418913801247,15320.447569520436,55364.00004101503,32.68170747429683,0.7940105004960771,0.14731627410609915,15329.878095059386,55324.740654085545,28.85009535767591,35.86715972352939,Human,ACC,ACC
60226.4,31.98540332120648,0.7940224236290251,0.14731195662552285,15309.810324106767,55398.63855270905,32.21135957244006,0.7940171574031393,0.14731401874095332,15319.676865242483,55367.119324657215,32.67823253144728,0.7940109979980821,0.14731609823197228,15329.082689357683,55327.906897158915,28.833418472635504,35.81573183538225,Human,ACC,ACC
60226.5,31.96556996805701,0.7940229102531092,0.14731178322343105,15309.024883646996,55401.73595592236,32.238461064992215,0.7940176474963926,0.14731384745917858,15318.902217892908,55370.238677518915,32.67506428970733,0.7940114956110552,0.14731592275356514,15328.289061987954,55331.0738763826,28.81569976582212,35.7649927262214,Human,ACC,ACC
60226.6,31.947000000115967,0.7940233969999966,0.14731161000000126,15308.240610005698,55404.833999977454,32.26783202496837,0.7940181374984541,0.14731367510188945,15318.122770537193,55373.357491776434,32.67200000002286,0.7940119933198966,0.1473157477170346,15327.497423030625,55334.24150740965,28.797327122428914,35.714678876442406,Human,ACC,ACC
